Comment_Id,Dataset,Comment,User_Is_Sexist,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,User_Rated_Sexist_Content_Reasoning
7287,call_me,MENTION3659 MENTION1344 MENTION2400 Ryan G is a snoozefest though...  And the women on both itv and BBC are shite.,False,0.7570315,0.54996765,0.6308392,0.66456485,4.0,85.0,Not a direct statement of sexist opinion
7294,call_me,I don't like female commentators.,True,0.4014846,0.48949075,0.21602537,0.11601777,3.0,75.0,Stereotypes and Comparative opinions
7301,benevolent,"It is hard to be woman 👩 
.
.
✌You must think like a man. Act like a lady,  look like a young girl, and work like a horse 🐴.",True,0.4977744,0.46028158,0.49389273,0.2317999,3.0,70.0,Behaviorial Expectations
7302,benevolent,"As a man if you get a good wife you are lucky.... If you get a bad wife you are a philosopher!!!
#tafakari",False,0.11429678,0.023796257,0.03827355,0.02023706,3.0,75.0,Stereotypes and Comparative opinions
7304,call_me,I wld love to know what Peta C wore to dinner with Mr Murdoch.,False,0.051563308,0.0031263188,0.0198058,0.017231047,1.0,0.0,Not a direct statement of sexist opinion
7310,call_me,"inviting ONLY women politicians panel to ""discuss"" anything on news channel is a sign of your retardedness.MENTION4432",True,0.5972042,0.3895355,0.6051471,0.3283819,3.0,75.0,Endorsement of inequality
7317,hostile,MENTION953 2006 Self Made Man: Norah V chooses Female Privilege over Male Privilege https://t.co/yMWX6waQgv,False,0.08479069,0.039456755,0.020192537,0.029596692,3.0,70.0,Maybe Sexist - needs more context
7323,call_me,the best a female tech support agent can do is switch you to a male support agent,True,0.18269104,0.17226285,0.03665562,0.02973333,4.0,90.0,Stereotypes and Comparative opinions
7324,hostile,RT MENTION3165 I'm not sexist but they really making it hard to act otherwise. #franga,False,0.24603334,0.048480038,0.045593183,0.14402086,3.0,70.0,Maybe Sexist - needs more context
7325,call_me,"women are not businessMEN

KEY WORD: MEN

goddamn holy cunt fuck kill yourselves twats.",True,0.96426713,0.5203519,0.7804726,0.92389363,4.0,95.0,Stereotypes and Comparative opinions
7328,call_me,women should not commentate of football,True,0.46716887,0.55044734,0.24928534,0.13873272,3.0,75.0,Behaviorial Expectations
7333,benevolent,"This is so relevant. When you find a good woman and you're not ready as a man, you will ruin her https://t.co/d5Ao4OOleZ",False,0.2854699,0.12556632,0.07967083,0.11663672,2.0,30.0,Maybe Sexist - needs more context
7335,call_me,women drivers are the worst!,True,0.5921536,0.57554024,0.48627716,0.2347036,4.0,90.0,Stereotypes and Comparative opinions
7337,benevolent,"MENTION2541  woman u inspire,look good,know how to cook,how to dres#TBos.As a man u look4beauty, woman who know who th… https://t.co/zK45wGPGHU",False,0.15987846,0.029144434,0.03335018,0.15635987,3.0,70.0,Not a direct statement of sexist opinion
7342,benevolent,Act like a man. #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17 #Lane_RYS17,False,0.25462922,0.013244915,0.107333586,0.057443913,3.0,75.0,Behaviorial Expectations
7344,benevolent,I know her.. RT MENTION2055: Nothing like a man fine women with pretty feet in a great pair of shoes!,False,0.20219094,0.058401883,0.061276767,0.09868695,2.0,30.0,Stereotypes and Comparative opinions
7349,call_me,when my man is hungry I'm making him the best damn sandwich he's ever tasted,True,0.568186,0.02037963,0.24928534,0.6370159,2.0,30.0,Behaviorial Expectations
7355,hostile,"Kat, you are a reprehensible individual #MKR",False,0.42568782,0.019274252,0.48228607,0.1413768,1.0,0.0,Not a direct statement of sexist opinion
7360,call_me,MENTION4018 preferably a male. Nature doesn’t really matter to me ^^,False,0.1798404,0.08500996,0.046178754,0.03915693,2.0,25.0,Endorsement of inequality
7361,hostile,Kat & Andre cartoon characters.Kat develop sportsmanship & Andre grow some balls & take it like a man! #MKR #cantcook http://t.co/9nd2gUHGH0,True,0.32074678,0.014149316,0.05027775,0.32965264,3.0,70.0,Behaviorial Expectations
7369,hostile,My kitchen rules or my vagina rules? #MKR http://t.co/CXXgcf1MHl,False,0.5972042,0.020178653,0.06564732,0.5722072,3.0,75.0,Not a direct statement of sexist opinion
7379,call_me,I didn't vote for Obama,False,0.08479069,0.022590388,0.020708188,0.021125201,1.0,0.0,Not a direct statement of sexist opinion
7383,hostile,"Yeah, the ones you're with, for some inexplicable reason. MENTION4485 Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm",True,0.60254884,0.4453683,0.6109131,0.33453682,4.0,90.0,Behaviorial Expectations
7393,hostile,MENTION4625 Hope not.  How will she pay her bills?,False,0.019728716,0.0015076627,0.010134893,0.010911589,1.0,0.0,Not a direct statement of sexist opinion
7394,hostile,MENTION2464 Where is your knowledge of feminism derived?,False,0.19789438,0.11744241,0.061976057,0.027820412,1.0,0.0,Not a direct statement of sexist opinion
7395,benevolent,"Happy #InternationalWomensDay.Thanks to women everywhere for all you do to help create a wiser, stronger, kinder &… https://t.co/hPLK7ORr5I",False,0.013005874,0.00725158,0.0072658747,0.013951761,1.0,0.0,Not a direct statement of sexist opinion
7410,call_me,"Idk man, I can't take a female's debate seriously when it pertains to sports or rap music 97.4% of the time.",True,0.25462922,0.27914262,0.0670459,0.060951006,4.0,85.0,Stereotypes and Comparative opinions
7413,benevolent,#ScienceFiction would be unrecognizable without women https://t.co/s9wCU8VG23 #womensday https://t.co/WeR5TKfrIF,False,0.17805049,0.17847598,0.036435258,0.034146797,1.0,0.0,Not a direct statement of sexist opinion
7415,hostile,MENTION652  Just a troll.,False,0.5024724,0.012139536,0.5393265,0.16822512,1.0,0.0,Not a direct statement of sexist opinion
7416,call_me,there's something very wrong about a man carrying supermarket shopping,True,0.081625134,0.017967897,0.020192537,0.020783609,3.0,70.0,Behaviorial Expectations
7422,call_me,"Telling my mama I think Sam d is overrated and she says ""he knows how to maneuver in the pocket"" 😂😂😂 that was funny",False,0.19124292,0.011617327,0.061451588,0.0741757,1.0,0.0,Not a direct statement of sexist opinion
7423,call_me,"MENTION577 Yeah, if you take things out of context, then sure...you can the side chick bill of rights isn't sexist",False,0.19029272,0.034300596,0.043250903,0.075468846,2.0,35.0,Maybe Sexist - needs more context
7430,call_me,This RT MENTION2742 I'm sorry... seeing girls tweet about basketball typically disgusts me.,True,0.4014846,0.31015682,0.3388922,0.22723788,3.0,75.0,Behaviorial Expectations
7447,benevolent,"The Problem with Feminism - When Women Want to be Men
#ADayWithoutAWoman #ADayWithoutWomen #internationalwomensday 
https://t.co/Wkp11nknR4",True,0.23667802,0.2808415,0.07872037,0.043415543,3.0,75.0,Denying inequality
7449,hostile,"OK MENTION3510 Call me sexist, but most people I have muted on my twitter are women.",False,0.39669925,0.36702603,0.22303216,0.22105443,3.0,65.0,Maybe Sexist - needs more context
7453,call_me,RTMENTION3377: men should be able to drive. Men who can't drive come across as feminine. http://t.co/q8VTGVbYbM,True,0.27047762,0.28034934,0.1087965,0.08807703,3.0,75.0,Stereotypes and Comparative opinions
7456,call_me,MENTION1286 Positive PRETTY men! Because even a smile doesn’t improve an ugly man. Sorry boys but it’s just a fact!,False,0.3977292,0.1015541,0.40243408,0.19401662,3.0,70.0,Stereotypes and Comparative opinions
7467,call_me,MENTION3275 I hate female receptionists. They always give me attitude like I'm the reason their bf broke up with 'em,True,0.4977744,0.5075293,0.3126888,0.26802593,4.0,85.0,Behaviorial Expectations
7487,benevolent,My boss and all other ladies I work with showed up for work today. Strong women care about making money & being productive #ADayWithoutWomen,True,0.2667042,0.316,0.071116626,0.041912504,2.0,30.0,Behaviorial Expectations
7492,call_me,I don't want a woman comentator anywhere near my fifa games !,True,0.43720075,0.48949075,0.24928534,0.08840031,4.0,95.0,Stereotypes and Comparative opinions
7493,hostile,http://t.co/hBBh4lcCqs MENTION4533 Women referees suck man. And no I'm not sexist but damn bruh that wasn't a good call,True,0.7856813,0.3817989,0.54525656,0.70864636,3.0,75.0,Stereotypes and Comparative opinions
7498,call_me,MENTION2352 I think only a man would dream that up...,False,0.09828771,0.01565665,0.027841117,0.018392462,3.0,70.0,Maybe Sexist - needs more context
7504,hostile,MENTION996 it has nothing to do with gender. More like why remake a perfectly good film?,False,0.032391842,0.010063417,0.011274899,0.017026093,1.0,0.0,Maybe Sexist - needs more context
7505,benevolent,It's a sad reality as a man when you have to look yourself in the mirror and realize you lost a good female.,False,0.17371799,0.10221587,0.061976057,0.03389629,2.0,30.0,Not a direct statement of sexist opinion
7518,call_me,women should not cut men's hair.,True,0.17805049,0.17459276,0.033790905,0.04216301,3.0,75.0,Behaviorial Expectations
7522,benevolent,"“Love is loyalty”.
Act like a lady, think like a Man - Steve H 
MENTION3583",True,0.08953904,0.026609946,0.029273475,0.015181494,3.0,70.0,Stereotypes and Comparative opinions
7526,call_me,"when I go to lowes, I want a man to help me, not some stupid woman!",True,0.7998551,0.48915586,0.78882504,0.4242778,4.0,90.0,Stereotypes and Comparative opinions
7527,call_me,what's the point of having women in a dunk contest?,True,0.2854903,0.2831485,0.107333586,0.10611444,3.0,75.0,Behaviorial Expectations
7529,call_me,"I'd rather save her life, and the lives of the men by keeping the standards where they are.",False,0.040925518,0.011691323,0.013478912,0.012722028,3.0,70.0,Not a direct statement of sexist opinion
7531,benevolent,yeah im a female but I think like a man,False,0.10870059,0.06567776,0.026960457,0.03990845,2.0,30.0,Stereotypes and Comparative opinions
7537,call_me,I think the majority of women do belong at home/in the kitchen,True,0.5921536,0.6220118,0.4378843,0.2253223,4.0,90.0,Behaviorial Expectations
7548,benevolent,Guys really complain about females just cause they don't know how to act like a man,True,0.37073207,0.38215697,0.25404143,0.12551236,3.0,65.0,Behaviorial Expectations
7552,hostile,MENTION4625 Exactly A well executed rebuild. But don't rewrite history. We tanked for 66 Fleury & Geno. Sid was Gary rigging the lockout draft,False,0.032391842,0.002210622,0.01648093,0.013473531,1.0,0.0,Not a direct statement of sexist opinion
7565,call_me,MENTION1665 can't get into women's mma. women don't belong in such a violent sport.,True,0.25462922,0.23618884,0.081508696,0.041160982,4.0,85.0,Behaviorial Expectations
7567,call_me,I will not vote for Hillary,False,0.147767,0.026207991,0.030154925,0.023311393,1.0,0.0,Maybe Sexist - needs more context
7609,benevolent,"They just announced ""lock up your daughters, there are bad boys in town"" MENTION1062 #everydaysexism",False,0.35186127,0.10221587,0.14874944,0.1554785,2.0,30.0,Not a direct statement of sexist opinion
7611,call_me,Don't danica patrick is only in nascar cuz she's hot. there has to be 5 drivers more deserving to race tomoro #agree ?,True,0.28087774,0.010581387,0.08508729,0.15812257,3.0,75.0,Stereotypes and Comparative opinions
7616,call_me,the only time a guy should be in a bubble bath is when there's a women in there with him,True,0.3389984,0.23998553,0.100019015,0.14578357,2.0,30.0,Behaviorial Expectations
7619,hostile,I think Kat has done a pretty good job of humiliating herself already #mkr,False,0.39644176,0.034816213,0.18728738,0.15985115,1.0,0.0,Maybe Sexist - needs more context
7620,hostile,Im really disappointed that none of the campers threw their full shit buckets over #CuntAndAndre #KatAndAndre #MKR #ShitBags #CantCook,False,0.75208336,0.120924085,0.48228607,0.7673477,1.0,0.0,Not a direct statement of sexist opinion
7623,call_me,girls that only play mercy and complain over chat are the worst!,True,0.46982017,0.38215697,0.4302003,0.21997347,3.0,75.0,Stereotypes and Comparative opinions
7624,benevolent,"Would have been nothing without my mother and grandmother! 
The greatness and love of a woman can be matched by no man!
#HappyWomensDay",False,0.032391842,0.02037963,0.011008898,0.013029462,1.0,0.0,Not a direct statement of sexist opinion
7626,call_me,"when I play Sims 3, I put my wifes bed in the kitchen http://t.co/q77xJVmo",True,0.2667042,0.014953227,0.03235855,0.16031636,2.0,30.0,Behaviorial Expectations
7629,call_me,JAN M: women's clothes DO matter! http://t.co/K8a2kP0dAd via MENTION2300,False,0.050326355,0.016862517,0.015644927,0.043916557,2.0,25.0,Not a direct statement of sexist opinion
7632,hostile,MENTION2210 MENTION399 She's great.,False,0.029445656,0.0058456613,0.011312899,0.02303812,1.0,0.0,Not a direct statement of sexist opinion
7637,call_me,Sexist. RT MENTION3129: it grosses me put to see a woman spit on the street.,True,0.53579444,0.37507164,0.38852,0.3938786,3.0,75.0,Behaviorial Expectations
7638,hostile,Sassy.. More like trashy #MKR2015 #MKR,False,0.4269174,0.032753747,0.44126466,0.2847897,1.0,0.0,Not a direct statement of sexist opinion
7662,call_me,"Tattoos on guys: 😍; tattoos on girls: 😒. Idk why though, it is what it is lol.",True,0.13041082,0.027413858,0.027730936,0.08096472,2.0,30.0,Stereotypes and Comparative opinions
7663,call_me,"MENTION2283 MENTION4443 I am a big fan of strong blondes.

Also, I am a big fan of Slovak women.",False,0.15213956,0.06476828,0.0279513,0.08613731,2.0,30.0,Stereotypes and Comparative opinions
7666,benevolent,"Every day is Women's Day as a Woman is a celebration in herself.She is an epitome of love, beauty, joy and strength… https://t.co/i5YEHPNh9X",False,0.030506283,0.019274252,0.010818896,0.019348921,1.0,0.0,Not a direct statement of sexist opinion
7669,benevolent,I'm 5'9 which I get is tall for a girl but does everyone I meet have to comment on it🙄,False,0.15656179,0.025002124,0.027476108,0.07999486,1.0,0.0,Not a direct statement of sexist opinion
7676,call_me,I already miss that dude Chyna way more than Prince.,False,0.02920996,0.004088263,0.015948927,0.015283971,1.0,0.0,Not a direct statement of sexist opinion
7681,hostile,I see you use social media. MENTION4676 I want all social media sites to go down for a week just to see how the girls react. #notsexist,True,0.22445217,0.09080041,0.036545437,0.10178173,3.0,70.0,Behaviorial Expectations
7698,benevolent,"Two very special creative women who embody love, positivity and joy. Thank you. #womensday#ATL… https://t.co/V88wvIo33Z",False,0.010304171,0.0042732526,0.006999873,0.0137468055,1.0,0.0,Not a direct statement of sexist opinion
7704,call_me,"i'll objectify a man any day catch me commenting ""😍😛😎🤤👄🗣👀 🍆 💦"" on your man's ig any goddamn time",False,0.64447093,0.10221587,0.36798462,0.6242122,2.0,30.0,Stereotypes and Comparative opinions
7707,call_me,Call me chauvinist.UFC is barbaric--especially when it's women. Not entertaining 2 see Ronda R get savaged like that,True,0.37751234,0.34000012,0.2679134,0.11725569,3.0,75.0,Stereotypes and Comparative opinions
7717,call_me,I love some woman on woman trophy lovin #usa http://t.co/0mkjtqOS8h,False,0.11161,0.03919895,0.02567133,0.08128801,2.0,30.0,Not a direct statement of sexist opinion
7726,hostile,MENTION2404 Because if an obvious GA sports nut DIDN'T...that would explain it all.,False,0.22311419,0.011469335,0.16853803,0.058946952,1.0,0.0,Not a direct statement of sexist opinion
7730,call_me,I'd rather watch a bobcats game than a WNBA game.,True,0.04686289,0.010655383,0.019225692,0.016103793,2.0,30.0,Stereotypes and Comparative opinions
7739,hostile,"LOOOL what goes around comes around, Kat should just shut up #MKR",False,0.54823303,0.030949092,0.47384647,0.30866358,1.0,0.0,Not a direct statement of sexist opinion
7749,hostile,Stop smirking you vile bitch #mkr,False,0.8115627,0.07673789,0.7344449,0.8117245,4.0,90.0,Maybe Sexist - needs more context
7752,hostile,RT MENTION2676 I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,True,0.27236435,0.20088354,0.055547886,0.11601777,3.0,70.0,Stereotypes and Comparative opinions
7759,call_me,"I think this Gayle affair has been a bit blown out of proportion. Yes it was gross, but it's not like it was harmful",False,0.1373533,0.006289636,0.06319981,0.056441884,1.0,0.0,Not a direct statement of sexist opinion
7769,benevolent,"""Beautiful, passionate, and as crazy as I was. She could party like a man and love like a woman.""",True,0.18649188,0.028016793,0.07491849,0.084844165,2.0,25.0,Stereotypes and Comparative opinions
7772,benevolent,"#ADayWithoutWomen Trump Women
Think Differently
Don't Neglect Responsibilities 
Don't Whine & Complain
Recognize &… https://t.co/eWaMkQpCG6",False,0.14082454,0.10221587,0.061276767,0.023174755,2.0,25.0,Not a direct statement of sexist opinion
7775,benevolent,Where are all my Lady Knights !?! Lets show the boys how its done <3 #womensday #showyourR https://t.co/3rsrUKRWx3,False,0.09481675,0.014953227,0.01767874,0.057443913,1.0,0.0,Not a direct statement of sexist opinion
7778,hostile,"""I'm not sexist, I just become instantly virulent against women who accuse me of sexism.""",False,0.3375374,0.28034934,0.0838533,0.13785136,3.0,75.0,Not a direct statement of sexist opinion
7789,benevolent,No society can move forward by doing injustice to our mothers and sisters : PM Shri MENTION2052 #womensday https://t.co/KzW2xbQDI3,False,0.031331215,0.01191331,0.012756908,0.014088398,1.0,0.0,Not a direct statement of sexist opinion
7791,call_me,"Girls live longer than boys, Have superior language skills. I think we should celebrate our differences, not hide them",True,0.2312681,0.23694818,0.07491849,0.04892669,2.0,25.0,Stereotypes and Comparative opinions
7802,benevolent,"I know we still live in a society where the man has to confess first but as a girl, if you've met a good man, wouldn't you want him?",True,0.06381883,0.019676208,0.018645585,0.01941724,2.0,30.0,Behaviorial Expectations
7803,hostile,That face Kat just pulled was hideous. #mkr,False,0.3389984,0.016159095,0.3388922,0.16031636,1.0,0.0,Not a direct statement of sexist opinion
7804,hostile,http://t.co/Vsgq8816oH MENTION2807 Women and their big handbags *is* the problem of limited space in the.overcrowded train. #NOTSexist,True,0.32236105,0.28622448,0.13969865,0.1696208,3.0,70.0,Stereotypes and Comparative opinions
7805,call_me,playing hard to get is only for straight people be khoda.,False,0.45243698,0.5135796,0.31740165,0.21024476,2.0,30.0,Not a direct statement of sexist opinion
7824,call_me,"Lets Talk About Kevin by Lionel S, i got bored before the 1st pgh was done. i dont really care to read about a -",False,0.13214645,0.013646871,0.042665333,0.06395709,1.0,0.0,Not a direct statement of sexist opinion
7827,call_me,MENTION1023 MENTION1083 yeah. I've always approached female writers with caution for this very reason :P,False,0.13908891,0.10221587,0.029053112,0.029596692,3.0,70.0,Maybe Sexist - needs more context
7829,hostile,MENTION2265 MENTION3353 Women have MORE legal rights than men.,True,0.26104406,0.29188538,0.0638991,0.028640235,3.0,75.0,Denying inequality
7831,hostile,Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTheTruth,True,0.4398409,0.2816105,0.30797598,0.26607355,4.0,90.0,Stereotypes and Comparative opinions
7834,hostile,"Kat may be a bitch but let's be honest, the blondes weren't too far behind #mkr",False,0.78855824,0.32184324,0.6675394,0.77181685,3.0,65.0,Not a direct statement of sexist opinion
7840,call_me,"Dudes who have a woman as their profile photo, 2 MENTION1681 when girls talk about football I can't help but c r i n g e",True,0.3389984,0.17847598,0.1469393,0.2258264,3.0,70.0,Behaviorial Expectations
7844,benevolent,We must fear the love of a woman more than the hatred of a… https://t.co/iPBulagJVc,False,0.19314334,0.15731181,0.039151907,0.06796519,3.0,75.0,Maybe Sexist - needs more context
7853,call_me,I think this lady red had a crush for the heat...#nbaprobs #refs,False,0.1269396,0.033269364,0.053205602,0.04216301,1.0,0.0,Not a direct statement of sexist opinion
7855,call_me,i feel ways when i see tings tweeting about big sporting events,False,0.03192045,0.0058826595,0.012110904,0.020442016,1.0,0.0,Not a direct statement of sexist opinion
7856,call_me,MENTION2111 a man has little idea,False,0.2396185,0.026810925,0.15556364,0.043165036,1.0,0.0,Not a direct statement of sexist opinion
7871,call_me,"I'm of the mindset that girls dont ""get laid"". Guys get laid, is that wrong of me?",True,0.20242359,0.1015541,0.032138187,0.08840031,3.0,75.0,Stereotypes and Comparative opinions
7872,hostile,RT MENTION4591 I'm not sexist but is this bitch serious? !! Good luck living alone for the rest of your life. ..,False,0.8115627,0.18468912,0.6306599,0.70864636,4.0,85.0,Maybe Sexist - needs more context
7874,benevolent,This is brilliant. Why should a woman be complimented by being told she's as good as a man? #BeBoldForChange https://t.co/eesk59qWKq #ESPN,False,0.112953395,0.09080041,0.033019636,0.020373698,2.0,30.0,Not a direct statement of sexist opinion
7876,hostile,"I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti #FunnyNoodles",True,0.68408644,0.36803186,0.4962726,0.6750904,3.0,75.0,Behaviorial Expectations
7877,call_me,MENTION1712 not if you're a woman...and it fits right...most guys will appreciate a woman who looks good in one!,True,0.2191003,0.17303948,0.06687108,0.031391226,3.0,70.0,Stereotypes and Comparative opinions
7885,call_me,"""MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen :D"" lmao",True,0.37073207,0.039456755,0.08558089,0.21781154,2.0,25.0,Behaviorial Expectations
7886,benevolent,"""> Yep. No #Light....only #Darkness. Most men just don't get it #ADayWithoutWomen #Truth xo. https://t.co/HpPv0xezH9",False,0.09828771,0.052035484,0.024897853,0.027820412,2.0,30.0,Not a direct statement of sexist opinion
7897,hostile,"Oh, b/c see Emma, like many WW seem to think ""male gaze"" is only sexual. When their feminism CENTERS WM & Whiteness over BW, as practice.",True,0.32712606,0.32184324,0.097093195,0.09292633,2.0,30.0,Denying inequality
7906,hostile,MENTION3363  It's close.  Need one of those Conan O morphs of Tony and the Big Hurt.,False,0.10826672,0.004402745,0.03158728,0.028776871,1.0,0.0,Not a direct statement of sexist opinion
7908,benevolent,"“A man is lucky if he is the first love of a woman. A woman is lucky if she is the last love of a man.” Charles D
#Widowed #LoveAgain",False,0.11171334,0.09741807,0.025413504,0.017094411,2.0,30.0,Not a direct statement of sexist opinion
7913,call_me,horrible posture is a turnoff. i like my girls girly,True,0.2359567,0.026810925,0.061276767,0.11230402,3.0,65.0,Behaviorial Expectations
7914,benevolent,"Almost every facet of my life has women in it and I am better and happier for it.
#ADayWithoutWomen",False,0.39915034,0.50515765,0.1823172,0.079025,1.0,0.0,Not a direct statement of sexist opinion
7919,hostile,MENTION489 MENTION953 http://t.co/3u6PChDs6f http://t.co/rgjJNBUtAo http://t.co/kAzMqMyn3Q http://t.co/ROSx40h9t6 http://t.co/2Y5flaN0DW,False,0.037577134,0.0033298072,0.012262905,0.06746418,1.0,0.0,Maybe Sexist - needs more context
7920,hostile,"RT MENTION1819 First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist",True,0.25727063,0.22935481,0.06739554,0.089693464,3.0,70.0,Behaviorial Expectations
7927,call_me,women playing football just doesn't look right,True,0.40060925,0.46614665,0.24630153,0.1067334,3.0,70.0,Behaviorial Expectations
7930,call_me,"I don't give two shits I will never let any female (Hispanic , black , Asian , etc) cut my hair. https://t.co/hSNVmeQUjY",True,0.7761081,0.6649212,0.5332045,0.7181329,4.0,85.0,Behaviorial Expectations
7931,call_me,i don’t think the US needs a female president at all..at any time.,True,0.3811502,0.44690517,0.24424846,0.055940874,4.0,90.0,Endorsement of inequality
7934,hostile,MENTION4744 ...in what way?,False,0.01438814,0.0022568693,0.007892879,0.01354185,1.0,0.0,Not a direct statement of sexist opinion
7966,hostile,"MALE OPINION PRESENTED AS FACT ALERT MENTION1825 Call me sexist, but there has never been a funny woman stand up comedian",True,0.37751234,0.3043136,0.18977246,0.14313951,3.0,75.0,Stereotypes and Comparative opinions
7967,benevolent,"“Women perform better than men in pressure situations” #womensday 
https://t.co/q4kKRbepOs",True,0.15048122,0.16159154,0.032248367,0.021603432,2.0,30.0,Stereotypes and Comparative opinions
7970,benevolent,"""she eats slowly like a lady but actually eats the wings like a man""  😂😂😂💪🏽",True,0.3047732,0.10757765,0.18852992,0.089693464,3.0,75.0,Stereotypes and Comparative opinions
7971,call_me,there should be a men history month Im not look at the many thing men did Im not saying women are not important,False,0.32128486,0.3817989,0.11464815,0.07708528,3.0,60.0,Not a direct statement of sexist opinion
7974,call_me,some sports should be men only and boxing is one of them! #katietaylor,True,0.13908891,0.10221587,0.028832749,0.01941724,3.0,75.0,Stereotypes and Comparative opinions
7977,call_me,there's nothing that turns me on on more than when a woman cooks and cleans...mmm use the dawn so I know it's real baby,True,0.32557452,0.27778897,0.08558089,0.10178173,3.0,75.0,Behaviorial Expectations
7978,benevolent,I was raised to hustle like a man so that I'd never have to depend on one. 💯,False,0.07054565,0.010137413,0.025413504,0.023311393,2.0,30.0,Not a direct statement of sexist opinion
7980,hostile,And Kat and Andre live  ... Again . I hope she uses up her nine lives soon .  #mkr,False,0.049584184,0.0059936526,0.017549826,0.018255826,1.0,0.0,Not a direct statement of sexist opinion
7981,benevolent,"ABCDEFG Means
A Boy Can Do Everything For a Girl

Reverse,GFEDCBA
Girl Forget Everything Done and Catches new Boy Again
#😂😂😂
-Cheep Cy",False,0.15324512,0.055673428,0.04032305,0.06646215,3.0,75.0,Not a direct statement of sexist opinion
7987,call_me,MENTION4654 MENTION622 MENTION1295 NFL goes PC and shoves a woman down our throats. that was… https://t.co/GxeDnmoaRe,True,0.38434127,0.30256465,0.19225755,0.25549942,3.0,75.0,Endorsement of inequality
7994,call_me,I'm sorry. women shouldn't get involved with football. I've made an oath never to take a bird to the lane. It's cringey,True,0.40336934,0.46028158,0.30797598,0.13256322,3.0,75.0,Behaviorial Expectations
7999,benevolent,"Man I just love women, y'all just beautiful, sensitive....there are no words to describe the love of a woman",True,0.11140333,0.050671257,0.023028618,0.04892669,2.0,25.0,Stereotypes and Comparative opinions
8007,hostile,RT MENTION4278 MENTION3348 maybe that's where they should focus? Less cunts on football. #notsexist,True,0.62702215,0.16801116,0.4125297,0.58072567,4.0,85.0,Stereotypes and Comparative opinions
8023,call_me,"MENTION2659 MENTION4723 No cotton wool wrapping for my boys! Climb a tree, fall out. Race a bike, and crash. Have f… https://t.co/81MS17FaKh",False,0.33504707,0.021786476,0.0670459,0.16264248,2.0,25.0,Not a direct statement of sexist opinion
8025,hostile,MENTION3575 MENTION1766 MENTION1946 Where is what from?,False,0.017843807,0.003884775,0.00808288,0.014464149,1.0,0.0,Not a direct statement of sexist opinion
8030,call_me,I love a man who does the dishes.  #JustSayin,True,0.026499467,0.0059936526,0.010742896,0.01764096,2.0,25.0,Stereotypes and Comparative opinions
8035,call_me,"MENTION1664 MENTION63 😍She needs a doctor, Clearly !
when every woman who wants a people's vote… https://t.co/0ihb2RiiR3",False,0.23523538,0.104676254,0.08508729,0.07676199,3.0,70.0,Not a direct statement of sexist opinion
8036,call_me,I feel that bringing sexual equality to the line of the throne should perhaps not be top of the equality to-do list,True,0.15545623,0.08004672,0.022448512,0.048175167,2.0,30.0,Endorsement of inequality
8039,call_me,"Namely, women are too much drama.  it is what it is. I don't go through this kind of stuff with my boys.",True,0.38811707,0.40713623,0.3388922,0.08581402,3.0,70.0,Stereotypes and Comparative opinions
8040,call_me,"RT MENTION661 Not sure what it is about women, but they're shitty drivers. it's still true",True,0.75208336,0.5135796,0.6308392,0.70864636,4.0,90.0,Stereotypes and Comparative opinions
8041,benevolent,"If a man marries a good woman, he will have a happy life
as long as he himself is not ambitious&is quiet &obedient😊
Shut it, I'm talking now",True,0.3048984,0.23467018,0.16766082,0.096482486,3.0,70.0,Behaviorial Expectations
8044,benevolent,"Women's role in making of a nation is vital, should never be compromised. -Sg  #womensday",False,0.295883,0.3780483,0.07745308,0.049678206,1.0,0.0,Not a direct statement of sexist opinion
8051,hostile,Gotta love exchanges like these. #QuestionsForMen #WhatFeminismGaveMe http://t.co/WuZiRVTHSy,False,0.045873325,0.025605056,0.0129089095,0.028776871,1.0,0.0,Not a direct statement of sexist opinion
8052,benevolent,"Happy #INTERNATIONALWOMENSDAY!!
Here's to strong women. May we know them. May we be them. May we raise them.  #wome… https://t.co/0bphGesYur",False,0.019980038,0.010581387,0.008880884,0.016752819,1.0,0.0,Not a direct statement of sexist opinion
8061,benevolent,"When someone says that I'm really smart ""for a girl"" https://t.co/1YjcZ4XyWn",True,0.15987846,0.04177703,0.045007613,0.07805514,3.0,75.0,Stereotypes and Comparative opinions
8062,benevolent,Every man has to have the love of a woman by Bernardino N do Nascimento https://t.co/2blZtvBFBN,False,0.045378547,0.012441003,0.014352918,0.027683776,3.0,75.0,Not a direct statement of sexist opinion
8071,call_me,MENTION2457 I hate that a woman played him. that is one role a man should always do and I don't give a fuck,True,0.8252207,0.36702603,0.43158367,0.77181685,4.0,85.0,Behaviorial Expectations
