Comment_Id,Dataset,Comment,User_Is_Sexist,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,Perspective_Threat,Perspective_Sexually_Explicit,Sexist,GPT_Sexism_Rating,GPT_Sexism_Score,GPT_Sexism_Rating_Probability,GPT__Sexism_Score_Probability,content,majority_content
5807,call_me,from my experience majority who block MENTION1334 shelter door while waiting for the bus are mostly women.,False,0.15822013,0.1294935,0.032689095,0.021740068,0.00866054,0.020288147,0,2.0,30.0,97.07,48.02,"[6, 6, 2, 2, 5]",2
5810,call_me,stop hating my mom RT MENTION2384: I mistrust the vast majority of female sports fans.,True,0.40614098,0.40447855,0.20201176,0.17520344,0.011793415,0.03885622,1,3.0,75.0,99.59,51.4,"[2, 1, 6, 2, 2]",2
5811,call_me,"Females should not be put in power, they abuse the shit out of it cause they never knew what it felt like",True,0.7856813,0.6007182,0.5393265,0.7673477,0.045572113,0.23728886,1,4.0,95.0,100.0,73.95,"[3, 2, 3, 2, 1]",2
5821,call_me,MENTION2318 I quite like girls in pink and boys in blue! Not all the time but I think both these outfits are cute 😳,False,0.11109332,0.031464707,0.021868404,0.06946823,0.010887212,0.13682605,0,2.0,30.0,99.98,70.27,"[6, 6, 1, 2, 6]",6
5822,hostile,Wow they said people would be outraged but I'm so happy those blonde girls are going home. #mkr,False,0.30427247,0.23846684,0.16480011,0.12286829,0.013579931,0.06553386,0,2.0,30.0,99.75,77.26,"[5, 6, 5, 6, 6]",6
5837,benevolent,Simply thank you for your recognition. Women are remarkable...as simple as.  Behind a good business man is a good w… https://t.co/ZgxIxHCimh,False,0.050573748,0.03223813,0.016860934,0.020646973,0.0069516995,0.024298593,0,2.0,30.0,85.19,69.87,"[5, 6, 2, 2, 6]",2
5855,call_me,"MENTION2239 btw, I'm impressed you played thru the whole first game. My gf would have tapped out an hr in.",False,0.07687678,0.0042732526,0.019999169,0.030890211,0.011430934,0.040269602,0,2.0,30.0,99.81,65.92,"[2, 6, 5, 5, 6]",5
5856,call_me,women bus drivers are SO much nicer than men!,True,0.3666224,0.40713623,0.16831873,0.0741757,0.0073918556,0.03750948,1,2.0,25.0,99.33,10.16,"[2, 2, 2, 6, 2]",2
5858,hostile,RT MENTION1892 Girls playing football in a park with no guys just looks somewhat unnatural. #notsexist #observations,True,0.29039988,0.17769934,0.086852804,0.13961408,0.012596053,0.28330317,1,3.0,75.0,56.22,11.17,"[1, 6, 1, 1, 1]",1
5860,call_me,I hate when girls Ye flip only cuz I can't do the shit yet 🤦🏾‍♂️,False,0.7570315,0.293411,0.40243408,0.70864636,0.025616571,0.34051007,0,2.0,30.0,99.77,47.99,"[6, 5, 2, 6, 5]",5
5880,benevolent,"It was such a nice day out today. Nice and quiet, the roads were clear...

Must've been #ADayWithoutWomen.",False,0.31547862,0.3819294,0.13064787,0.026044132,0.013010317,0.0204061,0,2.0,25.0,98.15,42.26,"[2, 6, 6, 2, 6]",6
5897,call_me,Miss #Kankles 69 will probably it’s not mean if it’s hilarious. MENTION3381 MENTION3147… https://t.co/jd65uwoTB5,False,0.11181668,0.010581387,0.024640027,0.08096472,0.011689849,0.16221367,0,1.0,0.0,95.79,99.99,"[6, 6, 6, 6, 5]",6
5903,call_me,"And yet somehow, they thrive without your ignorant laughter. MENTION3216 I just don't find women funny.",True,0.51869136,0.293411,0.54471385,0.114160895,0.0073789097,0.014272475,1,3.0,75.0,99.53,54.97,"[2, 6, 2, 2, 1]",2
5908,call_me,"""hard to sympathise when women complain of being leered at after putting their breasts in push-up bras on display"" - ?",True,0.47323486,0.12735364,0.22303216,0.33453682,0.012699619,0.56581086,1,3.0,70.0,90.46,16.31,"[2, 3, 4, 3, 4]",3
5911,benevolent,#BlackWomenatWork In a predominantly male work place being good at what I do equates to be doing it like a man. #WomeninTransit,True,0.25084448,0.28622448,0.06858205,0.0887236,0.009851551,0.054756798,1,3.0,75.0,50.0,20.62,"[2, 6, 1, 2, 6]",2
5915,benevolent,I don't want to be like a man. I want to be treated with same respect but not be like them.,False,0.19599396,0.10815793,0.05027775,0.037904397,0.008712323,0.02477041,0,2.0,30.0,99.97,83.34,"[6, 5, 6, 6, 6]",6
5917,call_me,"women stand up comedian are not really funny.
They don’t understand the difference between bein… https://t.co/EpdwD6Ktv7",True,0.3722269,0.43256098,0.26957804,0.07870171,0.008738215,0.032555398,1,3.0,75.0,99.76,69.85,"[3, 2, 2, 2, 2]",2
5918,hostile,RT MENTION3543 I hate when women talk football but don't know what they're talking about It's only cute when you know your shit! #NoSexist,True,0.73663366,0.46050715,0.4534306,0.7181329,0.013579931,0.34261686,1,3.0,75.0,99.39,36.63,"[2, 1, 2, 1, 2]",2
5921,hostile,MENTION4095 MENTION953 Pretty much this. http://t.co/5DlDx5HCtq,False,0.036162965,0.0057346676,0.011730902,0.02932342,0.010705971,0.047159854,0,1.0,0.0,100.0,100.0,"[6, 5, 6, 6, 6]",6
5922,call_me,I think Secret of Mana got this one wrong. http://t.co/OWuPQoBM,False,0.040925518,0.007029593,0.013174911,0.025634222,0.010265815,0.030668128,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 5, 6]",6
5927,call_me,I feel like girls tweet about a lot more stupid shit than guys,True,0.88599813,0.3908055,0.71120167,0.84506536,0.010214032,0.18242925,1,3.0,70.0,99.85,52.06,"[2, 2, 2, 2, 2]",2
5938,call_me,when i see #YvonneStrahovski in the cast of #IFrankenstein i change my mind...now i wanna see it ASAP,False,0.075294,0.014249804,0.018838953,0.03339528,0.016638106,0.048396565,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
5948,call_me,Theresa M is weak. if we had a male PM would he stand up to Trump? #TheresaMay,True,0.37751234,0.06522302,0.43158367,0.087430455,0.0076637166,0.019462466,1,3.0,70.0,99.84,42.17,"[2, 2, 3, 5, 2]",2
5949,benevolent,It prolly would be weird for a girl to pay for a date if y'all not together,True,0.15822013,0.041003603,0.026960457,0.07708528,0.010472948,0.153328,1,2.0,30.0,99.9,75.6,"[2, 2, 1, 1, 1]",1
5956,call_me,I don’t any know any men who use Pinterest,True,0.050078966,0.017867407,0.016632931,0.02249157,0.00756015,0.016395653,1,1.0,0.0,96.27,99.98,"[1, 2, 2, 1, 2]",2
5958,benevolent,She is everything you want her to be & sometimes what you may fail to see. Cheers to womanhood. Happy #WomensDay https://t.co/Y70iesWL7R,False,0.030859824,0.014953227,0.012528907,0.015557245,0.007068211,0.020524055,0,1.0,0.0,99.99,99.47,"[6, 6, 6, 6, 6]",6
5972,hostile,"Pretty sure reverse moves the bus, not the land. MENTION3761 I'm not sexist but this female bus driver can't reverse property.",True,0.200795,0.13163337,0.06889887,0.02522431,0.007793174,0.07185968,1,3.0,70.0,99.58,54.22,"[2, 2, 2, 2, 5]",2
5973,call_me,"Omg girls shouldnt be able to drive til they're like, 37... Its getting a little ridiculous. No offense Angie rees.",True,0.50789946,0.37012735,0.5270482,0.17706433,0.011120236,0.029016767,1,4.0,90.0,98.76,45.23,"[2, 2, 2, 2, 2]",2
5978,call_me,captain marvel is a 2.5/5 🤷‍♂️,False,0.09308127,0.007806548,0.033570543,0.036651865,0.0074565844,0.016277699,0,1.0,0.0,100.0,99.94,"[6, 6, 6, 6, 6]",6
6028,hostile,RT MENTION878 This is when a girl would come in handy #someonecomeclean #notsexist,True,0.27236435,0.08004672,0.053791173,0.1719469,0.020091362,0.34261686,1,3.0,70.0,77.73,56.15,"[1, 2, 5, 5, 1]",1
6031,hostile,MENTION1060 MENTION1544 ...who is arguing that?,False,0.022610499,0.002848835,0.009488888,0.0137468055,0.007573096,0.008433735,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6040,benevolent,I'm actually pretty tall for a girl and my man can still pick me up like this..howbow dah. https://t.co/yZeyXhHb0X,False,0.19029272,0.02128403,0.02657372,0.12639372,0.0115345,0.32290408,0,2.0,25.0,88.08,58.59,"[2, 6, 5, 6, 2]",2
6044,benevolent,"Happy #womensday
To all women's who is strong and beautiful creation of god.",False,0.03828422,0.0233943,0.0115029,0.017914234,0.007417747,0.017575197,0,1.0,0.0,99.97,96.62,"[6, 6, 6, 6, 6]",6
6047,benevolent,For the love of a woman is the fire in my soul that fuels my every endeavour.,False,0.3286776,0.27914262,0.06953252,0.14402086,0.108496375,0.16845907,0,1.0,0.0,99.93,99.79,"[6, 6, 6, 6, 6]",6
6051,hostile,"Put a bra on Nikki, you dumb slut #MKR #MKR2015",False,0.743089,0.109318495,0.71551245,0.7092837,0.13397428,0.3743851,0,4.0,90.0,100.0,36.45,"[2, 1, 5, 6, 6]",6
6055,call_me,MENTION620 terrible...chicks don't belong in the booth #amateurhour,True,0.45090583,0.28883415,0.29855028,0.2687007,0.061089642,0.21067667,1,4.0,90.0,98.59,43.18,"[1, 3, 2, 1, 1]",1
6069,hostile,"I really hope Kat gets hit by a bus, than reversed over, than driven over again, than reversed  than....  #mkr",False,0.6027529,0.09080041,0.23704576,0.26593533,0.6615786,0.08257492,0,1.0,0.0,100.0,100.0,"[5, 6, 6, 6, 6]",6
6071,call_me,I would much rather be waiting behind a dude for the bathroom than a lady.,True,0.32919475,0.12440576,0.086852804,0.12991914,0.027343199,0.34143206,1,2.0,30.0,99.48,53.84,"[3, 6, 2, 3, 2]",2
6073,call_me,"Haha, so true: RT MENTION3561: I do not find female comedians funny. There's only so much room for jokes about....",True,0.31686464,0.36598656,0.16839184,0.04667213,0.007935578,0.01958042,1,3.0,75.0,99.85,67.12,"[2, 2, 1, 2, 2]",2
6078,benevolent,she wanna film like a man she can get jawed like a man 😤,False,0.37795907,0.06294931,0.23704576,0.19032755,0.042985857,0.2404197,0,3.0,75.0,88.08,89.73,"[3, 6, 6, 3, 6]",6
6079,hostile,Best describes Kat and Andre #mkr http://t.co/Qaa6BWi4PM,False,0.009675868,0.00224762,0.007645877,0.015898837,0.006977591,0.018518832,0,1.0,0.0,100.0,100.0,"[5, 6, 5, 6, 6]",6
6081,benevolent,"Without you the world is incomplete,
Without you the heart feels empty ❤
#HappyWomenDay #womensday #womensday2017… https://t.co/5DSqasTYcE",False,0.044636376,0.01465176,0.017163089,0.017162729,0.008090926,0.020995872,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6088,hostile,"Nope, YOU'RE just gross, assface. MENTION3892 Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",True,0.89241093,0.28034934,0.7344449,0.6001929,0.032005094,0.46473637,1,2.0,25.0,93.84,33.11,"[2, 1, 1, 2, 1]",1
6095,call_me,that's how I feel about it,False,0.019728716,0.0050687063,0.008462882,0.018392462,0.008272167,0.017339287,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 5]",6
6097,call_me,in my little world it has ALWAYS seemed that DIY was best left to women. Ever done DIY with a bloke?! Fuckin nightmare.,True,0.6863638,0.35299334,0.36798462,0.776286,0.011146127,0.19895895,1,3.0,75.0,99.33,69.91,"[1, 6, 6, 3, 2]",6
6100,call_me,Nothing against Women commentating on #MOTD or appearing on live games if they’re any good so don’t call me sexist.… https://t.co/LepvISeSvs,False,0.18554166,0.10221587,0.04032305,0.092279755,0.008336896,0.1948028,0,2.0,30.0,99.9,47.7,"[3, 6, 6, 5, 6]",6
6102,hostile,"YOUR WIT HATH BLINDED ME MENTION1104 MENTION996 Damn you made a page all about it, daddy never loved you huh?",False,0.6989911,0.1064171,0.46923602,0.5318404,0.05559385,0.27564603,0,1.0,0.0,55.88,97.86,"[2, 6, 5, 6, 5]",5
6105,benevolent,"Today's the day we show people we can be as intelligent, as strong, do as much and be as good as a man.Proud to be a woman today #womensday",False,0.036162965,0.02037963,0.0129089095,0.018597418,0.008311004,0.020288147,0,1.0,0.0,81.76,89.99,"[6, 6, 6, 6, 6]",6
6111,hostile,"MENTION2187 Why was she fired, do you know?",False,0.029799197,0.0032743104,0.009640889,0.014600786,0.009540852,0.008846575,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6113,hostile,"#NotSexist but is Erin A the most average looking ""super talked about as a hottie"" ever?  Totally fine sports reporter but #IDontGetIt",False,0.29953843,0.029917859,0.1669316,0.17520344,0.007547205,0.3343303,0,2.0,25.0,98.41,27.67,"[2, 5, 6, 6, 2]",2
6115,call_me,MENTION3913 I'd put best Comedy as Cop Out & I didn't really see any jaw dropping lead female performances,False,0.13214645,0.049989145,0.033460364,0.058946952,0.012233571,0.056700204,0,2.0,30.0,98.41,65.65,"[5, 6, 5, 1, 6]",5
6125,hostile,"MENTION996 look guy, every man has look at a woman's ass at one point or another I his life.",False,0.6852916,0.18158256,0.2838064,0.570067,0.015774792,0.76007724,0,3.0,70.0,2.93,49.9,"[2, 6, 6, 2, 6]",6
6126,call_me,Women with bad breath is jus inexcusable.. tht shit is jus not right for a woman to have tht holla back!,True,0.75208336,0.48915586,0.48484445,0.7181329,0.013579931,0.15840553,1,3.0,70.0,99.14,26.53,"[1, 1, 1, 2, 1]",1
6132,hostile,Seriously - just when you think that stupid Kant get an worse she does #mkr #kant,False,0.6744087,0.029402243,0.6798578,0.38845423,0.012233571,0.02748336,0,3.0,70.0,16.66,52.16,"[6, 6, 5, 5, 6]",6
6133,call_me,"when I play Sims 3, I put my wifes bed in the kitchen",True,0.32712606,0.031722516,0.061451588,0.16775991,0.13329996,0.330702,1,2.0,30.0,98.34,47.77,"[3, 3, 5, 2, 1]",3
6146,call_me,I just think guys should have at least a little bit more knowledge than girls about cars and shit like that,True,0.743089,0.36598656,0.47384647,0.7785769,0.009618527,0.09507603,1,3.0,70.0,88.08,66.2,"[1, 3, 2, 1, 2]",1
6149,call_me,"MENTION812 We are not designed to do it full time, its a Woman's role. But like I said I've been there.",True,0.059727192,0.04023018,0.017872108,0.016889455,0.0075083673,0.024298593,1,3.0,75.0,99.24,74.81,"[2, 2, 1, 1, 1]",1
6155,call_me,MENTION2119 Call me an idiot because I'm a dude and the song overall is dumb.,False,0.6863638,0.10221587,0.6308392,0.473824,0.010472948,0.05882028,0,1.0,0.0,99.64,99.53,"[5, 5, 5, 5, 6]",5
6160,call_me,#TaylorObenauf I ain't into women's #boxing .... not for me ! #JoshuaMolina,True,0.119997114,0.07591068,0.027605021,0.02836696,0.00951496,0.06306043,1,1.0,0.0,98.9,98.4,"[5, 2, 2, 1, 1]",1
6166,call_me,"i think boys should always, always make the first move. always.",True,0.059974585,0.027614836,0.019225692,0.020168742,0.009074804,0.020524055,1,2.0,30.0,90.47,81.47,"[2, 1, 1, 1, 1]",1
6169,call_me,MENTION38 all that simpering makes me want to barf!,False,0.25727063,0.017163984,0.06582214,0.10363861,0.12382901,0.116515964,0,1.0,0.0,81.75,99.33,"[6, 5, 6, 5, 6]",6
6174,call_me,RT MENTION2973 I cannot listen to this woman commentate the OSU Buffalo game.,True,0.17285149,0.08666438,0.060752302,0.035399333,0.011922873,0.029488584,1,2.0,30.0,99.47,47.98,"[5, 2, 5, 2, 1]",2
6180,hostile,MENTION3474 I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,True,0.2854869,0.33675182,0.07396803,0.05543986,0.013217449,0.043803066,1,3.0,75.0,95.1,78.93,"[2, 2, 6, 6, 2]",2
6191,call_me,women's football is a shambles http://t.co/VmVHQFunOq,False,0.3722269,0.3908055,0.25007802,0.19155724,0.01254427,0.06447382,0,3.0,75.0,95.74,38.55,"[6, 2, 2, 5, 5]",2
6194,benevolent,"Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.
#ALDUBxDTBYLandas",False,0.10870059,0.073429056,0.025284592,0.016957775,0.0074954215,0.03397085,0,2.0,30.0,99.81,77.69,"[6, 6, 5, 6, 6]",6
6221,hostile,RT MENTION222 Call me sexist but I get annoyed by women anchors on SportsCenter,True,0.38811707,0.36733335,0.23237456,0.22792831,0.012181788,0.34027955,1,3.0,75.0,99.53,55.05,"[2, 3, 3, 2, 1]",2
6222,benevolent,i need a man who can act like a man bh pareil,True,0.16765249,0.027614836,0.06459839,0.07611542,0.00951496,0.04910326,1,3.0,70.0,77.73,57.38,"[5, 1, 1, 1, 1]",1
6230,call_me,I officially hate Softball. It's nothing like baseball. masks in the field and on their helmets. Man the hell up.,True,0.5721988,0.10221587,0.36798462,0.5013569,0.029933142,0.05599351,1,3.0,75.0,99.48,62.95,"[2, 6, 1, 1, 6]",1
6241,benevolent,"ABCDEFG means 
A Boy Can Do Everything For a Girl 
 Reverse. GFEDCBA means.. 
Girl Forget Everything Done & Catches new Boy Again",True,0.18649188,0.09080041,0.034341812,0.09744903,0.04132889,0.18877932,1,3.0,70.0,70.57,59.99,"[2, 2, 2, 2, 6]",2
6252,benevolent,Act like a ladү think like a man.,False,0.37073207,0.11860296,0.3393024,0.17864552,0.009955117,0.06447382,0,2.0,30.0,67.92,77.86,"[2, 6, 5, 6, 1]",6
6253,hostile,"MENTION953 MENTION580 MENTION4095 MENTION4738 MENTION1824 MENTION1049 By that logic, every e-mail ever sent is...wait is that the 1 in 5?",False,0.021903414,0.0029783275,0.009469888,0.015386449,0.0077025536,0.010438959,0,1.0,0.0,100.0,100.0,"[5, 6, 6, 6, 5]",6
6254,benevolent,"the stairway was a few of the names we went through: Wednesday No More, Massive Dish Rock, Pretty Tall For A Girl, Science Fair Rejects",False,0.056758508,0.011543332,0.019999169,0.01620627,0.00866054,0.01958042,0,1.0,0.0,100.0,100.0,"[2, 6, 6, 6, 2]",6
6255,benevolent,"and I’m going to be right behind you.  And if the love of a woman or two, dear, could move you to such heights, then all I can do",False,0.18744208,0.018872296,0.030154925,0.054938845,0.067232,0.16221367,0,1.0,0.0,99.99,99.97,"[6, 6, 6, 6, 6]",6
6256,benevolent,"No man succeeds without a good woman besides him. WIFE OR MOTHER. If it is both, He is twice as Blessed #womensday2017 
#womensday",False,0.055026773,0.026207991,0.016708933,0.014361672,0.006874025,0.026539726,0,2.0,25.0,73.11,7.28,"[2, 6, 6, 2, 5]",2
6258,hostile,"So those blonde chicks are gone, yayy #mkr",False,0.3127066,0.27759558,0.16809943,0.1811049,0.038911607,0.15840553,0,2.0,25.0,85.19,58.59,"[6, 5, 6, 2, 6]",6
6272,call_me,I do think life is genuinely easier for women other than the whole sexism thing in general a lot… https://t.co/FUJX3ed1Xn,True,0.25462922,0.24801466,0.0654725,0.10240069,0.007935578,0.20911126,1,2.0,30.0,97.7,79.1,"[4, 4, 4, 4, 2]",4
6276,hostile,"RT MENTION4495 Not sexist, but females shouldn't talk sports. That's like me talking about a new designer purse or something, clueless.",True,0.40060925,0.45348886,0.24928534,0.2124067,0.022681303,0.19955269,1,3.0,75.0,99.78,55.12,"[1, 1, 1, 2, 1]",1
6284,hostile,"MENTION3781 So, no issue with her doing the very thing she decries, then?",False,0.043646812,0.004347248,0.0151129225,0.016342908,0.007857903,0.0136827035,0,1.0,0.0,99.85,99.96,"[6, 5, 5, 5, 6]",5
6291,call_me,I hate when they have women announce these college basketball games,True,0.4269174,0.45348886,0.2469859,0.21781154,0.010162249,0.03774539,1,3.0,75.0,99.78,67.2,"[2, 3, 2, 6, 3]",2
6297,call_me,I was really hoping there wouldn't be a girl Slimer https://t.co/gMF3WGx4oM,False,0.23343207,0.09328204,0.06739554,0.10178173,0.018537397,0.08555137,0,2.0,30.0,73.11,72.86,"[5, 6, 2, 5, 3]",5
6300,call_me,"MENTION1999 i dont consider female pros as actual pros, until they reach and compete with actual pros",True,0.2524482,0.2831485,0.06529768,0.03615085,0.010887212,0.034678575,1,3.0,70.0,99.71,31.54,"[2, 1, 3, 2, 3]",2
6302,hostile,"Stop fucking objectifying strangers. MENTION3361 call me sexist, but i love to watch women with fat asses walk away",True,0.91625386,0.48915586,0.61794597,0.8089582,0.17964768,0.7334555,1,3.0,75.0,99.47,76.92,"[3, 2, 2, 2, 2]",2
6309,hostile,#mkr oh kat u silly silly fucking thing...open ur eyes,False,0.9288007,0.105256535,0.72756535,0.844891,0.10389658,0.34120157,0,1.0,0.0,100.0,100.0,"[6, 6, 5, 6, 5]",6
6310,benevolent,"MENTION2515 #bbcmidweek
Suzy Quattro 'I think like a man and have emotions of a woman'.
Thanks MENTION188 for 35 years.",True,0.069754265,0.022590388,0.028832749,0.011970525,0.006162008,0.011618502,1,2.0,30.0,90.46,69.45,"[2, 2, 2, 6, 5]",2
6313,benevolent,Women weren't created to do the things men can do We're here to do the things men can't do Men & women shld work together #adaywithoutwomen,True,0.37751234,0.46028158,0.1798321,0.09961538,0.02440793,0.045746468,1,2.0,30.0,10.67,80.15,"[2, 3, 2, 3, 5]",2
6318,call_me,I do not like girl refs for football.....,True,0.32764325,0.36942887,0.12702756,0.04642162,0.007598988,0.025949955,1,3.0,75.0,92.41,47.94,"[3, 3, 1, 3, 5]",3
6319,call_me,MENTION2756 I had no idea women had that sort of thing happen to them as well. =:-0,False,0.049089402,0.027815815,0.0154929245,0.020510335,0.008220384,0.023590868,0,1.0,0.0,77.73,98.58,"[6, 6, 6, 6, 6]",6
6320,hostile,RT MENTION424 I'm not sexist but some foods are gender specific please. I don't want a woman mixing my shawarma.,True,0.3561489,0.3758158,0.11464815,0.1854088,0.011922873,0.28650177,1,3.0,75.0,99.78,69.62,"[2, 2, 2, 2, 2]",2
6321,benevolent,Let's make acknowledging our value  a way of life!  Happy #womensday  #innerhealth  #wellbeing #innerfitness https://t.co/3oslrsWP3o,False,0.011812098,0.0054756827,0.006828872,0.012448754,0.006822242,0.013918612,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6328,benevolent,She believed she could so she did  Motivational https://t.co/ZAIJRsagG5  via MENTION3278 #womensday #decor #officedecor #EtsyspecialT MENTION432,False,0.05651112,0.009212466,0.0140109155,0.049427703,0.01052473,0.12286287,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6329,benevolent,"Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.",False,0.12260055,0.10221587,0.025929155,0.022764845,0.007547205,0.04132964,0,2.0,30.0,99.33,84.04,"[6, 2, 6, 6, 6]",6
6331,benevolent,"RT AuroraMag: ""Let’s talk about how a girl’s brain is as good as a boy’s. That a man need not fear his wife’s incom… https://t.co/Ythv294d4l",False,0.147767,0.08004672,0.060927123,0.06646215,0.008466354,0.09745719,0,1.0,0.0,70.23,99.68,"[6, 6, 6, 6, 2]",6
6337,call_me,I don't  think a guy should ever hit a girl with the intention of hurting her.,False,0.25462922,0.024198212,0.025026767,0.085167445,0.34804323,0.09150428,0,1.0,5.0,88.08,1.67,"[4, 6, 6, 6, 6]",6
6345,call_me,"the true definition of a  #goddess is a good house wife and mother who also has good health,looks and physique.",True,0.043646812,0.017867407,0.014504919,0.030138692,0.00789674,0.024416547,1,3.0,75.0,99.86,79.34,"[6, 2, 1, 1, 6]",1
6347,hostile,"RT MENTION2558 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",True,0.30502358,0.28034934,0.08558089,0.13873272,0.019918699,0.28160158,1,3.0,65.0,43.78,19.46,"[1, 2, 2, 2, 6]",2
6348,benevolent,"Marry a strong woman. Your daughter will have a role model and your son will know what to look for in a woman when he's a man! 
#WomensDay",False,0.11316007,0.08087392,0.027605021,0.02433617,0.010265815,0.05086999,0,2.0,25.0,99.85,13.7,"[6, 6, 2, 6, 6]",6
6351,call_me,"Yes, I find it difficult to accept that girls can be Death Metal fans. I always thought girls were smarter than that.",True,0.3389984,0.37222284,0.24928534,0.09899642,0.013579931,0.043979738,1,3.0,70.0,99.42,67.18,"[1, 2, 2, 2, 1]",2
6356,benevolent,It doesn't make sense i eat like a man but gain no weight 🙄,True,0.11036996,0.02238941,0.024768941,0.03189224,0.0073789097,0.027129497,1,2.0,30.0,99.9,72.8,"[2, 2, 1, 2, 6]",2
6369,call_me,"RT MENTION4672 iBelieve Sum Chores R 4 Men like taking out the trash, cutting grass, n shoveling snow",True,0.28674445,0.08170113,0.15911613,0.13961408,0.03856628,0.048926584,1,3.0,70.0,32.08,57.38,"[2, 1, 1, 1, 1]",1
6376,benevolent,"A man should be like a #child with his #wife
But 
if she needs him ,
 He should act like a Man

#womensday2017… https://t.co/Pd683hBled",True,0.13561769,0.061130337,0.045007613,0.064458095,0.011042561,0.107577145,1,3.0,75.0,99.63,42.76,"[1, 1, 1, 6, 6]",1
6378,call_me,Don't why the hell do they invite women politicians on talkshows? They just shout..,True,0.51980776,0.3817989,0.39297962,0.47191826,0.011819307,0.04857324,1,3.0,75.0,97.07,78.92,"[2, 2, 1, 3, 1]",1
6381,call_me,"MENTION3537 All I ask for is a reference to Devil's Dumplings after the regeneration. Yeah, it'd be funny.",False,0.165053,0.010433395,0.045007613,0.084844165,0.010938995,0.036565844,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 2]",6
6382,call_me,"Yeah, yeah, yeah ... I know, ... everyone will we win! https://t.co/MxXj30J2Sh",False,0.027088705,0.004920715,0.00971689,0.019622196,0.010162249,0.01875474,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6386,benevolent,"MENTION4693 becoming a Marine makes you look like a very Manly Man. If women can do it too, not as good for shoring up your masculinity",True,0.27236435,0.21470967,0.11464815,0.060951006,0.009023022,0.06094036,1,3.0,65.0,99.96,1.78,"[2, 1, 1, 6, 6]",1
6389,call_me,MENTION3053 noooo yours are actually funny and enjoyable haha and its acceptable for guys not girls,True,0.25462922,0.116281845,0.06858205,0.11663672,0.010628296,0.17417414,1,2.0,30.0,56.22,79.38,"[3, 5, 1, 3, 3]",3
6402,hostile,I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre,True,0.8364697,0.2127345,0.5935568,0.7246992,0.5198501,0.32290408,1,3.0,70.0,37.71,41.5,"[5, 6, 5, 6, 1]",5
6403,call_me,tbh i dont like 5h and all the harmonizers MAYBE THEIR MUSIC IS JUST NOT MY TASTE AND I JUST DONT LIKE THEM,False,0.45090583,0.12556632,0.21836096,0.20483992,0.012854968,0.06164705,0,1.0,0.0,100.0,100.0,"[6, 6, 6, 6, 6]",6
6404,benevolent,"""The Best of You are those who are Best to Your Women."" Tirmidhi 1162
Hazrat Muhammad (P.B.U.H)
#Islam4Women
#womensday",False,0.15711457,0.17459276,0.06582214,0.040409464,0.026307223,0.05440345,0,1.0,0.0,97.07,99.95,"[6, 6, 6, 6, 6]",6
6409,call_me,I think girls that smoke weed is so unattractive.,True,0.33836752,0.24150419,0.24424846,0.14313951,0.011120236,0.080789044,1,2.0,25.0,88.08,15.87,"[1, 1, 1, 2, 1]",1
6413,call_me,"whenever I see some idiot perform a dangerous, boneheaded driving maneuver, half the time it turns out to be a woman.",True,0.76523775,0.3825363,0.7775208,0.42709363,0.019573374,0.06482717,1,3.0,75.0,99.95,58.55,"[2, 2, 6, 2, 2]",2
6435,call_me,I have balls and a chick cant beat me in anything lol,True,0.6020386,0.060220852,0.16751462,0.49259362,0.053654157,0.70753247,1,3.0,75.0,99.91,57.67,"[3, 2, 6, 2, 2]",2
6436,hostile,What an odd place for an asterisk. MENTION374 I'm not sexist but *most girls are fucking stupid.,True,0.93383175,0.57957685,0.7967344,0.8802007,0.011974656,0.3743851,1,4.0,90.0,56.22,53.57,"[2, 1, 6, 2, 2]",2
6437,call_me,Flipped over to watch a few minutes of MMA on CBS. I didn't know women did it. women fighting makes me squeamish.,False,0.25462922,0.18705739,0.0838533,0.07967158,0.018710058,0.047336526,0,2.0,30.0,99.97,54.63,"[6, 5, 6, 2, 2]",2
6446,hostile,MENTION470 This is the tag's founder... http://t.co/FRGiq2MN1g,False,0.031449065,0.005512681,0.010780896,0.026317406,0.010421164,0.039739583,0,1.0,0.0,100.0,100.0,"[6, 6, 5, 6, 6]",6
