Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
8146,hostile,MENTION619 MENTION3440 Given that it's WaPo...laying odds...,False,Not a direct statement of sexist opinion,0.03,0.0,0.01,0.02,1.0,0.0,B
8149,hostile,MENTION89 Not when it just ends in rape charges...,False,Not a direct statement of sexist opinion,0.38,0.03,0.08,0.22,3.0,75.0,B
8156,hostile,MENTION242 Usually takes 20 to 120 minutes for RedScareBot...,False,Not a direct statement of sexist opinion,0.03,0.0,0.01,0.02,1.0,0.0,B
8161,call_me,MENTION4669 I always wondered why a woman wasn’t at the helm of a brand like that.,False,Not a direct statement of sexist opinion,0.12,0.1,0.03,0.02,2.0,30.0,A
8163,benevolent,"""Womens are GOD's Beautiful Creation"" - SHAH RUKH KHAN MENTION482 

#womensday https://t.co/nPR9lDsumF",False,Not a direct statement of sexist opinion,0.07,0.05,0.03,0.03,1.0,0.0,C
8166,benevolent,"It's a man's world, but it would be nothing without a woman or a little girl! Remember you came from a vagina Grandpa!  #adaywithoutwomen",False,Not a direct statement of sexist opinion,0.65,0.38,0.39,0.5,2.0,35.0,C
8171,hostile,"""MENTION1108: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women.",True,Denying inequality,0.52,0.47,0.36,0.29,3.0,75.0,B
8174,call_me,this could only happen to a woman! https://t.co/WN5Xfekobl,False,Maybe Sexist - needs more context,0.14,0.1,0.03,0.03,3.0,70.0,A
8176,hostile,.MENTION1115 Barb Sheehan NEVER says a word about being abused for 20 years.  Kills husband. Claims abuse w no proof. Walks. Fems cheer.,True,Denying inequality,0.38,0.09,0.17,0.09,3.0,75.0,B
8190,call_me,I find it annoying that ESPN thinks its important to notify me of a women's basketball game. Nat'l Champ game? Don't care,True,Stereotypes and Comparative opinions,0.19,0.1,0.06,0.04,2.0,25.0,A
8191,hostile,"I'm not sexist, but why do feminists complain about everything?? If there was a cure for cancer I think they would moan! Give it a rest!",True,Not a direct statement of sexist opinion,0.43,0.45,0.35,0.21,3.0,70.0,B
8199,benevolent,"A lot of females try to think like a man to avoid getting hurt/played instead of just being a woman. Take a chance ,love again.",True,Stereotypes and Comparative opinions,0.25,0.28,0.08,0.05,2.0,30.0,C
8202,hostile,RT MENTION2155 watching the mens slope style is way better than watching women's #notsexist #justsayin,True,Stereotypes and Comparative opinions,0.33,0.29,0.09,0.16,3.0,70.0,B
8219,call_me,if Hillary was president and had to meet with Putin or any other commie leaders there's 0% chance they take her seriously,False,Not a direct statement of sexist opinion,0.18,0.05,0.07,0.03,3.0,75.0,A
8230,call_me,men cooking anything but stuff on a grill is just weird.,True,Behaviorial Expectations,0.15,0.05,0.05,0.03,3.0,70.0,A
8235,hostile,RT MENTION2642 Sorry but girls will never be able to compete at the level of football that men's football has set #notsexist,True,Stereotypes and Comparative opinions,0.4,0.46,0.25,0.18,4.0,95.0,B
8239,benevolent,"A real man Never hurts a Women.
Be very careful when you make a woman cry b/c Allah count her tears.

#womensday",True,Behaviorial Expectations,0.24,0.24,0.07,0.04,2.0,25.0,C
8240,call_me,"I honestly prefer to have female friends, than male friends. G'head and i hate other ""men"" out there!",False,Stereotypes and Comparative opinions,0.5,0.51,0.37,0.24,2.0,30.0,A
8241,call_me,I can't help but feel blaq is using Rob and his fat a** is clearly enjoying hers. no one... https://t.co/pniAAqMLlf,False,Not a direct statement of sexist opinion,0.57,0.34,0.52,0.47,1.0,0.0,A
8251,benevolent,A boy only act right for a girl he really want.,False,Not a direct statement of sexist opinion,0.14,0.03,0.02,0.04,2.0,25.0,C
8252,call_me,my favorite color is feet.,False,Not a direct statement of sexist opinion,0.11,0.03,0.02,0.04,1.0,0.0,A
8262,call_me,nothing makes me want to grab a bucket more than a girl with a five o'clock mustache shadow. Wax that shit!,True,Behaviorial Expectations,0.79,0.18,0.47,0.81,3.0,75.0,A
8263,hostile,MENTION2010 MENTION2268 Shhh...it's funnier when they don't know... http://t.co/c8CtwSTqrY,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.03,1.0,0.0,B
8266,call_me,I can't take women broadcasters on Espn serious.,True,Endorsement of inequality,0.37,0.41,0.2,0.06,3.0,75.0,A
8277,call_me,RT MENTION1242 the only women I can take serious when they're angry are my mom and grandma,True,Stereotypes and Comparative opinions,0.3,0.28,0.09,0.1,3.0,70.0,A
8278,call_me,And he sure is easy on the eyes 😍😍😍 https://t.co/cuR3mnqERy,False,Not a direct statement of sexist opinion,0.1,0.0,0.02,0.06,1.0,0.0,A
8284,call_me,MENTION1552 the real competitive advantage men have in these events is their psychology under stress.,False,Not a direct statement of sexist opinion,0.15,0.04,0.07,0.02,2.0,30.0,A
8289,benevolent,"HUGE shoutout to all the ladies that proved they could do a ""mans job"" just as good as a man could, when everyone thought it was impossible",False,Not a direct statement of sexist opinion,0.11,0.06,0.03,0.02,2.0,30.0,C
8293,benevolent,"#Wordtothewise: ""The biggest coward of a man is to awaken the love of a woman without the intention of loving her.” ― Bob M",False,Not a direct statement of sexist opinion,0.31,0.1,0.27,0.1,2.0,25.0,C
8303,hostile,"MENTION100 Was on a Russian site once.  It was either Meninism or UVA Hoax, I think.",False,Not a direct statement of sexist opinion,0.11,0.04,0.04,0.02,1.0,0.0,B
8313,benevolent,The biggest coward of a man is to awaken the love of a woman without the intention of loving her.… https://t.co/oYvYjgCqSg,False,Not a direct statement of sexist opinion,0.31,0.1,0.25,0.21,2.0,30.0,C
8318,call_me,a man’s place is in the home https://t.co/0M4ECDpjFk,True,Behaviorial Expectations,0.08,0.03,0.02,0.02,3.0,75.0,A
8319,call_me,"MENTION356 I am not terrfied of woman. Outside for relationships, I treat women exacly how I… https://t.co/U3UaOHVgme",False,Not a direct statement of sexist opinion,0.11,0.06,0.02,0.08,1.0,0.0,A
8340,benevolent,⬇️ THESE are the true strong women UNLIKE those participating in #adaywithoutwomen I choose to honor them and know… https://t.co/oaG4ElhYx0,False,Maybe Sexist - needs more context,0.1,0.06,0.03,0.02,3.0,75.0,C
8345,benevolent,A world in transition needs feminine energy. Explore MENTION98 's latest blog. #BeBoldForChange MENTION272 https://t.co/Tz1qFbXUPZ,False,Not a direct statement of sexist opinion,0.05,0.03,0.01,0.02,1.0,0.0,C
8348,benevolent,"Be like a child with your wife but when she needs you, be like a man.""

- Umar i https://t.co/DtVknJ9dUr",True,Behaviorial Expectations,0.06,0.02,0.03,0.02,3.0,70.0,C
8351,call_me,if you spend more time being a gender equality activist and less time talking about being a feminist you'll get shit done,False,Not a direct statement of sexist opinion,0.75,0.49,0.5,0.75,2.0,30.0,A
8352,benevolent,"""A man is lucky if he is the first love of a woman. A woman is lucky if she is the last love of a man.""
#CharlesDickens",False,Not a direct statement of sexist opinion,0.19,0.15,0.05,0.06,3.0,70.0,C
8353,benevolent,"""Men can inspire to fight but women inspire to unite. She can bring prosperity, happiness & joy to this world.""
H.H. MENTION1020 on
#womensday",False,Not a direct statement of sexist opinion,0.04,0.03,0.01,0.01,2.0,30.0,C
8365,hostile,There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.,False,Not a direct statement of sexist opinion,0.33,0.15,0.34,0.22,4.0,85.0,B
8367,call_me,Interesting point of view: a man’s place is in the home....|https://t.co/wRZn22bTGP,True,Behaviorial Expectations,0.02,0.01,0.01,0.01,3.0,65.0,A
8368,call_me,this all female bartender cast is really bad,False,Stereotypes and Comparative opinions,0.49,0.51,0.4,0.23,3.0,65.0,A
8392,hostile,RT MENTION3865 I've made an observation lately.. That a lot of women really struggle with parallel parking #notsexist,True,Stereotypes and Comparative opinions,0.24,0.19,0.05,0.11,3.0,65.0,B
8396,benevolent,"Within her, she has the power to create, nurture & transform. Let’s pay tribute to the women who have risen for a b… https://t.co/c1carqAhHo",False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,C
8401,call_me,RT MENTION662: I love a man who does the dishes.  #JustSayin> it ain't sexist AND why shouldn't they?,False,Not a direct statement of sexist opinion,0.12,0.02,0.02,0.03,2.0,30.0,A
8407,call_me,'is facial hair attractive?' 'not on women',True,Behaviorial Expectations,0.35,0.38,0.13,0.09,2.0,30.0,A
8408,call_me,"THIS!!! “MENTION1142: I only catch males when I play pokémon, #bitchesdontcutit”",True,Endorsement of inequality,0.64,0.28,0.42,0.54,3.0,75.0,A
8415,call_me,And yet antique furniture... MENTION3648 Ladies...If you've been around your price goes down. u know it's true. #joke,True,Stereotypes and Comparative opinions,0.09,0.0,0.03,0.02,3.0,65.0,A
8430,benevolent,Well written so your brother must have written it. Did I really hear that said to Rachel J on MENTION3001 #ThePledge #ffs #everydaysexism,False,Maybe Sexist - needs more context,0.17,0.02,0.03,0.07,3.0,75.0,C
8432,call_me,"MENTION1484 I've to give you credit, you didn't s people I talk to opposed to GG always try to put me in some box",False,Not a direct statement of sexist opinion,0.15,0.01,0.04,0.05,1.0,0.0,A
8439,call_me,RT MENTION662 I love a man who does the dishes.  #JustSayin <Need your dishes done?,False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.02,2.0,25.0,A
8442,benevolent,"I have a deep voice for a girl, but that's okay. It's still attractive.",True,Stereotypes and Comparative opinions,0.14,0.03,0.03,0.08,1.0,10.0,C
8449,benevolent,"Every man needs a woman When his life is a mess,Bcoz just like d game of Chess d Queen Protects d King.
#WomensDay 
#InternationalWomensDay",False,Not a direct statement of sexist opinion,0.17,0.1,0.06,0.03,2.0,30.0,C
8453,call_me,"----> RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",True,Behaviorial Expectations,0.6,0.28,0.4,0.68,4.0,85.0,A
8461,hostile,#mkr Perhaps if the girls had spent less time looking in & kissing mirrors and more time in preparation & cooking they'd be better off.,True,Behaviorial Expectations,0.11,0.02,0.03,0.03,3.0,75.0,B
8463,call_me,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 guys > girls” http://t.co/deRYTHNdW6,True,Endorsement of inequality,0.25,0.1,0.11,0.09,3.0,70.0,A
8475,call_me,1st female ref in tonights packers game. I don't think there is a place for that in the nfl.. unless they are lesbian.,True,Stereotypes and Comparative opinions,0.51,0.57,0.4,0.27,4.0,85.0,A
8492,call_me,when women make decisions it should only involve candles && detergent #toofar?,True,Behaviorial Expectations,0.33,0.37,0.16,0.08,4.0,90.0,A
8494,call_me,this #Hurricane named #Irene is coming off like a real attention whore.,False,Not a direct statement of sexist opinion,0.76,0.23,0.65,0.71,2.0,30.0,A
8495,call_me,"RT MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen :D",True,Stereotypes and Comparative opinions,0.33,0.04,0.07,0.17,2.0,30.0,A
8496,call_me,"girls shouldn’t do Graffiti, Skateboard or Dj.
sorry but its a fact. http://bit.ly/dydDjW",True,Behaviorial Expectations,0.25,0.28,0.08,0.03,4.0,90.0,A
8503,hostile,"MENTION1660 Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome",True,Behaviorial Expectations,0.26,0.1,0.05,0.13,3.0,75.0,B
8504,call_me,bitches do shit to be down 😒,False,Not a direct statement of sexist opinion,0.94,0.29,0.76,0.9,3.0,65.0,A
8508,benevolent,"Did u know!
ABCDEFG mean
A boy can do everything for a girl.
Reverse GFEDCBA means
Girl forget everything done and catches new boy again.",True,Stereotypes and Comparative opinions,0.11,0.05,0.02,0.03,3.0,70.0,C
8514,benevolent,I'm just as good as a man I don't need a special day to celebrate that. 🤷🏼‍♀️ sorry not sorry,False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.02,1.0,10.0,C
8515,benevolent,"""The reason liberal women are liberal is because they have to date liberal men"" 

-MENTION349

#ADayWithoutWomen MENTION1939",True,Behaviorial Expectations,0.29,0.37,0.12,0.02,2.0,25.0,C
8522,call_me,MENTION1307 I always envied the jet pilots flying away to exotic places with those gorgeous a… https://t.co/KqqGcF4tz4,False,Not a direct statement of sexist opinion,0.05,0.01,0.01,0.03,1.0,0.0,A
8523,hostile,"MENTION3686 See...I specifically left those out because the reverse argument is made for Hollywood. Drawing power differences, etc.",False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.01,1.0,0.0,B
8530,benevolent,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYSoulmates,True,Stereotypes and Comparative opinions,0.05,0.01,0.02,0.02,3.0,75.0,C
8534,hostile,MENTION1673 Feminism.,False,Maybe Sexist - needs more context,0.03,0.02,0.01,0.02,1.0,0.0,B
8535,call_me,HEART smartypants female directors who bring films to #TIFF12 & do fab Q&A. Like Margarethe v's Hannah A,False,Not a direct statement of sexist opinion,0.05,0.02,0.02,0.03,1.0,0.0,A
8538,call_me,MENTION965 MENTION2703 most females are not strong enough to be in combat without endangering self and comrades,True,Stereotypes and Comparative opinions,0.31,0.34,0.09,0.07,3.0,75.0,A
8543,call_me,RT MENTION874 the iPhone just doesn't look like a man's phone to me.. #fb,True,Behaviorial Expectations,0.1,0.02,0.03,0.04,2.0,25.0,A
8548,benevolent,"show me a damaged
woman
and i will show you
a poem in her bones;
a painting in her blood;
a song in her heart.

#womensday",False,Not a direct statement of sexist opinion,0.44,0.28,0.17,0.23,1.0,0.0,C
8550,benevolent,"Proud to be a woman!
Don't crave equality, be strong yourself!!
#womensday https://t.co/tc1QeNmULF",False,Not a direct statement of sexist opinion,0.04,0.02,0.01,0.02,2.0,30.0,C
8551,call_me,females be frontin!,False,Maybe Sexist - needs more context,0.26,0.28,0.07,0.06,3.0,70.0,A
8568,benevolent,"This #WomensDay, we give you the true meaning to an 'essence of a woman'! 
https://t.co/AB9iXIAJ1E https://t.co/UvQCkmVU2x",False,Not a direct statement of sexist opinion,0.09,0.08,0.02,0.02,2.0,30.0,C
8586,call_me,I really do prefer female Dr. It's like talking to a friend & that's wot I need when I'm sick. Not some random man.,True,Stereotypes and Comparative opinions,0.16,0.1,0.06,0.04,2.0,30.0,A
8589,call_me,No one cares what u think. MENTION2092: heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.,True,Stereotypes and Comparative opinions,0.51,0.05,0.51,0.18,3.0,75.0,A
8591,benevolent,"What would the world do without women and girls?  #adaywithoutwomen #girls
#internationalwomensday… https://t.co/QaRkAAjTIq",False,Not a direct statement of sexist opinion,0.18,0.18,0.04,0.04,1.0,0.0,C
8592,call_me,I reckon women's football is more entertaining than men's football.,True,Stereotypes and Comparative opinions,0.19,0.18,0.04,0.02,1.0,0.0,A
8596,call_me,MENTION2382 That's bullshit and you know it.  I put the smackdown on young women who dared I did call Trump a 'pig.',False,Maybe Sexist - needs more context,0.83,0.12,0.79,0.64,3.0,70.0,A
8599,call_me,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're mens jobs anyway.,True,Behaviorial Expectations,0.03,0.01,0.02,0.01,3.0,75.0,A
8608,hostile,".MENTION127 So you oppose equal gender rights, do you?",False,Not a direct statement of sexist opinion,0.11,0.09,0.02,0.01,1.0,0.0,B
8613,benevolent,"Charismatic⚔️
Brave ⚔️
the love of a woman❤️
It's warrior Lexa ⚔️ https://t.co/x6TjzsAfLU",False,Not a direct statement of sexist opinion,0.01,0.0,0.01,0.01,1.0,0.0,C
8614,hostile,Katie's a fatty!! Model!!!! Hahahaha #MKR #killerblondes,False,Maybe Sexist - needs more context,0.5,0.1,0.54,0.35,4.0,85.0,B
8617,hostile,RT MENTION4584 I'm not sexist but Girls who smoke are a big turn off . . . . . Even if your supermodel status its still a turn off!,True,Behaviorial Expectations,0.33,0.1,0.15,0.17,3.0,70.0,B
8644,benevolent,"Time to get up and walk like a man
 https://t.co/btXwG2trT1
#heatlhtips #drdavidsamadi #menshealth",True,Behaviorial Expectations,0.04,0.01,0.01,0.02,3.0,70.0,C
8645,call_me,I almost hate every song by any woman country artist,True,Stereotypes and Comparative opinions,0.6,0.59,0.34,0.29,2.0,30.0,A
8648,call_me,I don't think men should be allowed to have opinions. MENTION638 I don't think women should be allowed to grow beards,True,Behaviorial Expectations,0.56,0.62,0.35,0.21,4.0,90.0,A
8649,benevolent,How you could feel like a man knowing your girl providing everything for you? You la dudes have no hustle 🤦🏾‍♂️,True,Behaviorial Expectations,0.28,0.03,0.16,0.09,3.0,70.0,C
8663,hostile,If they make #Ghostbusters 3 all women sorry ladies I won't watch one of my favorite childhood movies be destroyed.#notcool #notsexist #bull,True,Stereotypes and Comparative opinions,0.38,0.29,0.15,0.22,3.0,75.0,B
8672,benevolent,"""BEHIND every successful man, there's a woman"".

I disagree.

It's ""NEXT to every successful man, there's a woman""… https://t.co/za6HH9uuN6",False,Not a direct statement of sexist opinion,0.16,0.17,0.03,0.02,2.0,30.0,C
8675,hostile,Girls should NOT care about your opinion. MENTION1846 Girls should NOT participate in no shave November,True,Behaviorial Expectations,0.43,0.41,0.24,0.14,3.0,75.0,B
8680,call_me,#NEWRULES RT MENTION2929: I think that boy selfies are 100% worse than girl selfies.,True,Stereotypes and Comparative opinions,0.27,0.19,0.09,0.08,3.0,75.0,A
8681,hostile,MENTION2069 MENTION866 Which tag are you referring to?,False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.02,1.0,0.0,B
8684,benevolent,These bitches so worried about thinking like a man they don't know what it is to be a woman,True,Stereotypes and Comparative opinions,0.89,0.49,0.68,0.8,3.0,75.0,C
8695,benevolent,It's #womensday today! What better way to celebrate the spirit of womanhood MENTION3180 #CaliforniaWalnuts https://t.co/RIbZPXV1p1,False,Not a direct statement of sexist opinion,0.05,0.03,0.02,0.03,1.0,0.0,C
8697,hostile,MENTION4517 The motive doesn't lessen the outcome.,False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
8699,hostile,Colin likes moist thighs.. Preferably of the promo type... #MKR,False,Not a direct statement of sexist opinion,0.21,0.02,0.06,0.08,2.0,25.0,B
8710,hostile,RT MENTION1067 Am not sexist but most woman can't drive no offence girls your the best at everything else tho,True,Stereotypes and Comparative opinions,0.34,0.31,0.15,0.13,3.0,70.0,B
8716,benevolent,"These woman are missed. My mother and her sisters. A day without them, now that's monumental.#adaywithoutwomen https://t.co/YUUlpuSiGK",False,Not a direct statement of sexist opinion,0.04,0.02,0.01,0.02,1.0,0.0,C
8718,hostile,RT MENTION430 I'm not sexist but feminists annoy the shit out of me,True,Denying inequality,0.83,0.55,0.52,0.78,3.0,70.0,B
8725,benevolent,"""People believe I don't do as good of work as a man, so I won't do any at all!"" #ADayWithoutAWomanLogic",True,Stereotypes and Comparative opinions,0.13,0.1,0.03,0.02,2.0,30.0,C
8732,call_me,MENTION1948 I preferred the less manly ones. :D,False,Stereotypes and Comparative opinions,0.11,0.05,0.03,0.03,2.0,30.0,A
8737,call_me,it's not cool that I have to wear lipstick and a sequin dress today,False,Not a direct statement of sexist opinion,0.11,0.01,0.02,0.07,2.0,30.0,A
8740,benevolent,What will we do without feminists?! #InternationalWomensDay #ADayWithoutWomen >> https://t.co/5kEWwEHJ6f https://t.co/Y6iZa3ACjd,False,Not a direct statement of sexist opinion,0.25,0.28,0.08,0.07,2.0,30.0,C
8741,call_me,you can estimate your doctor bill by # of hotties in office.,False,Maybe Sexist - needs more context,0.3,0.02,0.17,0.18,2.0,30.0,A
8745,hostile,"MENTION1087 They essentially mean communism when they say it. Anytime a group openly loathes the word ""merit"" they are up to little good.",False,Not a direct statement of sexist opinion,0.06,0.01,0.03,0.01,1.0,0.0,B
8760,benevolent,"She's bold & she's powerful. Without her, nothing seems complete. Happy #WomensDay! #AndItsWomensDay #SantoshiMaa https://t.co/wlebJXtrlX",False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.02,1.0,0.0,C
8764,benevolent,"We all came out a womb - appreciate your mum, carer, partner, friends & fam every day, not just today ✌️ #womensday",False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,C
8777,benevolent,i eat like a man🤦🏽‍♀️🤦🏽‍♀️..,False,Not a direct statement of sexist opinion,0.15,0.01,0.03,0.07,2.0,30.0,C
8778,benevolent,"Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.
#ALDUB85thWeeksary",False,Not a direct statement of sexist opinion,0.11,0.07,0.03,0.02,2.0,30.0,C
8784,call_me,"MT MENTION1357: #Filner sexually harassed a great-grandmother. Today, Filner said, ""You can you can't call me ageist.""",False,Not a direct statement of sexist opinion,0.48,0.14,0.27,0.27,1.0,0.0,A
8789,benevolent,You gotta act like a woman and think like a man,True,Stereotypes and Comparative opinions,0.38,0.29,0.32,0.14,3.0,75.0,C
8797,benevolent,Women of the world. Mothers of the human race. All life is enriched by your love and grace. On this as all others.… https://t.co/BoesGa7SUr,False,Not a direct statement of sexist opinion,0.04,0.02,0.01,0.03,1.0,0.0,C
8806,call_me,"Food Beast - Maximus Man Vodka, for Maximus Man Throats: 
for all the complaining about “for... http://t.co/25QUTYlK",False,Not a direct statement of sexist opinion,0.11,0.01,0.03,0.07,1.0,0.0,A
8818,hostile,Oh my lord... #blondemomentforthe #KillerBlondes MENTION786 #MKR,False,Stereotypes and Comparative opinions,0.24,0.06,0.07,0.12,1.0,0.0,B
8833,benevolent,“The biggest coward of a man is to awaken the love of a woman without the intention of loving her.”,False,Not a direct statement of sexist opinion,0.34,0.1,0.34,0.12,2.0,30.0,C
8834,call_me,both me AND my nigga can’t have hair units,False,Not a direct statement of sexist opinion,0.59,0.6,0.48,0.47,1.0,0.0,A
8839,hostile,.MENTION1535 MENTION1651 I was sure it was fake...until it went too long...no one works that hard on a Poe...just vapid childish PC trash.,False,Not a direct statement of sexist opinion,0.53,0.04,0.51,0.27,1.0,0.0,B
8848,call_me,putting the bins out is such a mans job 😷😷😷😷😷😷,True,Behaviorial Expectations,0.18,0.01,0.06,0.03,3.0,70.0,A
8849,call_me,I can't stand when women are announcers on football.,True,Stereotypes and Comparative opinions,0.46,0.55,0.28,0.13,3.0,80.0,A
8853,call_me,Spelman.RT MENTION2671: COLLEAGUE? 😭 👎 RT MENTION4488: i will not agree to work together w/a female college again,True,Endorsement of inequality,0.37,0.4,0.17,0.16,3.0,75.0,A
8855,call_me,"*wakes up*
Uncle: A woman became the boss of this store I go to, I did NOT sign up for this
Me: YOU ARE SEXIST
*sleeps*",True,Endorsement of inequality,0.45,0.27,0.35,0.26,3.0,70.0,A
8867,benevolent,So hit me like a man and love me like a woman.,False,Not a direct statement of sexist opinion,0.28,0.06,0.06,0.15,2.0,30.0,C
8868,call_me,"""MENTION2600: 1 of 2 MT MENTION4665: Men divides and conquers. Women obey and support. if I married a woman who""",True,Behaviorial Expectations,0.08,0.06,0.02,0.02,3.0,75.0,A
8881,call_me,I didn't know of too many things women invented... http://t.co/lv10fUdua0,False,Stereotypes and Comparative opinions,0.22,0.24,0.06,0.06,2.0,25.0,A
8882,call_me,"You guys can be pissed at me, you can hate me, you can this guy (sadly) is right. http://t.co/7hsa1cLuBg",False,Not a direct statement of sexist opinion,0.46,0.03,0.28,0.44,1.0,0.0,A
8883,benevolent,"When a girl cries for a guү, it means she reallү misses him. But when a guү cries for a girl, nobodү can love that girl more than him.",True,Stereotypes and Comparative opinions,0.25,0.1,0.1,0.23,2.0,30.0,C
8885,hostile,.MENTION3773 MENTION3423 MENTION1905 US is 46th best place for women.  Behind Rhwanda and Ghana.  Such bunk.  She'll never see it.,False,Not a direct statement of sexist opinion,0.11,0.07,0.03,0.02,2.0,30.0,B
8889,benevolent,Women a good man is as hard to find as you have heard... But Good women are everywhere!,False,Stereotypes and Comparative opinions,0.18,0.18,0.06,0.02,2.0,40.0,C
8893,hostile,I hate Kat's big smug face and her constant split fringe so much. Kat and Andre #australiasmosthatedcouple #mkr,False,Not a direct statement of sexist opinion,0.65,0.28,0.62,0.29,1.0,0.0,B
8894,benevolent,She could party like a man and love like a woman.,True,Behaviorial Expectations,0.16,0.05,0.05,0.06,2.0,30.0,C
8897,call_me,I dig chicks on bikes. http://t.co/lEbDaZppoK http://t.co/1tCKregV2i,False,Not a direct statement of sexist opinion,0.11,0.01,0.03,0.14,1.0,0.0,A
8907,call_me,MENTION2684 I don't think the teen is necessarily traumatized.  In fact.....I am betting he is… https://t.co/yUFrqHbdg1,False,Not a direct statement of sexist opinion,0.08,0.01,0.02,0.04,1.0,0.0,A
8914,benevolent,Marched with strong women yesterday in Boston 😊 #InternationalWomensDay #ADayWithoutAWoman #ADayWithoutWomen #Boston,False,Not a direct statement of sexist opinion,0.15,0.14,0.04,0.03,1.0,0.0,C
8916,call_me,"MENTION1599 As a female Uber driver (it is very hard for me to accept a male rider, espec… https://t.co/5FozGAfeTA",False,Maybe Sexist - needs more context,0.07,0.04,0.02,0.04,2.0,25.0,A
8917,call_me,"I personally don't like men in makeup lol its jus a bid weird. ""Babe I ran out of bronzer can I get some of yours?!"" Lol",True,Behaviorial Expectations,0.26,0.1,0.08,0.1,2.0,25.0,A
8919,hostile,You're a horrible parent. MENTION4266 Call me sexist but my son can do whatever he wants lol my daughter not so much,True,Behaviorial Expectations,0.76,0.25,0.61,0.39,3.0,75.0,B
8922,call_me,I would hate my job if I had to look at Lieberman's face everyday.   #FBI   #JustSayNo,False,Not a direct statement of sexist opinion,0.38,0.06,0.27,0.14,1.0,0.0,A
8931,hostile,MENTION1798 Nope. Adoption and safe haven.  She is not bound.,False,Not a direct statement of sexist opinion,0.04,0.0,0.02,0.01,1.0,0.0,B
8933,call_me,I much rather prefer MENTION3090 to be MENTION897 VP choice instead of MENTION4552 (mom-in-my-head). #tcot #lnyhbt,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.03,1.0,0.0,A
8935,call_me,it looks worse when a girl fucks with many guys then when a guy fucks with many girls. It's how society see's it,True,Behaviorial Expectations,0.84,0.22,0.35,0.84,3.0,70.0,A
8947,call_me,RT MENTION1647 I don't think a girl should work at a gym. They are no help when you're alone and you need a spotter.,True,Stereotypes and Comparative opinions,0.36,0.32,0.25,0.18,3.0,70.0,A
8951,benevolent,"""You're quite opinionated for a little girl"" #everydaysexism https://t.co/BiqRbw9hvc",True,Behaviorial Expectations,0.38,0.05,0.17,0.23,3.0,75.0,C
8952,call_me,I DC woman can not drive #Period,True,Stereotypes and Comparative opinions,0.4,0.46,0.27,0.1,4.0,95.0,A
8957,hostile,"Sympathy levels rising.... ""We're still two hot blondes"" & it's gone... #mkr",False,Not a direct statement of sexist opinion,0.26,0.05,0.07,0.15,2.0,30.0,B
8958,call_me,"The driving age for females should be like 25, y'all can't drive for shit 😂",True,Stereotypes and Comparative opinions,0.81,0.38,0.49,0.73,3.0,75.0,A
8974,hostile,"You're also ableist and a damn waste. MENTION4481 Call me sexist, idc. But when girls fight, your argument just sounds retarded.",True,Stereotypes and Comparative opinions,0.84,0.31,0.71,0.66,3.0,75.0,B
8978,benevolent,"ABCDEFG means... 
A Boy Can Do Everything For A Girl

Reverse, GFEDCBA means... 
Girl Forgets Everything Done & Catches new Boy Again 😌",False,Not a direct statement of sexist opinion,0.11,0.03,0.02,0.03,3.0,75.0,C
8980,call_me,JAN M: women's clothes DO matter! http://t.co/w6tQNNl90B via MENTION2300,False,Not a direct statement of sexist opinion,0.05,0.02,0.02,0.04,2.0,30.0,A
8987,call_me,"Okay, a man having 9 I can see. That's like these young dudes out here.",False,Not a direct statement of sexist opinion,0.18,0.02,0.04,0.07,2.0,30.0,A
8990,hostile,Sucked in Kat and Andre you should be embarrassed not just with your food but your behavior #karmaisabitch MENTION786 #mkr,False,Not a direct statement of sexist opinion,0.85,0.18,0.63,0.65,1.0,0.0,B
